.chain,.iteration,.draw,variable,value
0,250,0,hosp_admit_neg_bin_concentration,1823.095703125
0,1,1,hosp_admit_neg_bin_concentration,52.760276794433594
0,2,2,hosp_admit_neg_bin_concentration,27.800067901611328
0,3,3,hosp_admit_neg_bin_concentration,35.968299865722656
0,4,4,hosp_admit_neg_bin_concentration,67.72381591796875
0,5,5,hosp_admit_neg_bin_concentration,21.502277374267578
0,6,6,hosp_admit_neg_bin_concentration,2692.02099609375
0,7,7,hosp_admit_neg_bin_concentration,137.3019561767578
0,8,8,hosp_admit_neg_bin_concentration,406.2706298828125
0,9,9,hosp_admit_neg_bin_concentration,19.540916442871094
0,10,10,hosp_admit_neg_bin_concentration,295.099365234375
0,11,11,hosp_admit_neg_bin_concentration,7.753246784210205
0,12,12,hosp_admit_neg_bin_concentration,6.71867036819458
0,13,13,hosp_admit_neg_bin_concentration,426.84698486328125
0,14,14,hosp_admit_neg_bin_concentration,834.2764892578125
0,15,15,hosp_admit_neg_bin_concentration,19.53470802307129
0,16,16,hosp_admit_neg_bin_concentration,18.414640426635742
0,17,17,hosp_admit_neg_bin_concentration,109.40007781982422
0,18,18,hosp_admit_neg_bin_concentration,19.204811096191406
0,19,19,hosp_admit_neg_bin_concentration,434.36260986328125
0,20,20,hosp_admit_neg_bin_concentration,56.13296890258789
0,21,21,hosp_admit_neg_bin_concentration,60.46551513671875
0,22,22,hosp_admit_neg_bin_concentration,12.544739723205566
0,23,23,hosp_admit_neg_bin_concentration,110.375
0,24,24,hosp_admit_neg_bin_concentration,1.1833852529525757
0,25,25,hosp_admit_neg_bin_concentration,7.621872425079346
0,26,26,hosp_admit_neg_bin_concentration,4.108433246612549
0,27,27,hosp_admit_neg_bin_concentration,66.21050262451172
0,28,28,hosp_admit_neg_bin_concentration,108.02642822265625
0,29,29,hosp_admit_neg_bin_concentration,133.68984985351562
0,30,30,hosp_admit_neg_bin_concentration,439.92578125
0,31,31,hosp_admit_neg_bin_concentration,481.3009338378906
0,32,32,hosp_admit_neg_bin_concentration,37.89646911621094
0,33,33,hosp_admit_neg_bin_concentration,51.85597229003906
0,34,34,hosp_admit_neg_bin_concentration,2.46706223487854
0,35,35,hosp_admit_neg_bin_concentration,126.79362487792969
0,36,36,hosp_admit_neg_bin_concentration,18.480371475219727
0,37,37,hosp_admit_neg_bin_concentration,15.365999221801758
0,38,38,hosp_admit_neg_bin_concentration,8.843879699707031
0,39,39,hosp_admit_neg_bin_concentration,335.76531982421875
0,40,40,hosp_admit_neg_bin_concentration,104.21720886230469
0,41,41,hosp_admit_neg_bin_concentration,64.43589782714844
0,42,42,hosp_admit_neg_bin_concentration,21.138261795043945
0,43,43,hosp_admit_neg_bin_concentration,27.414722442626953
0,44,44,hosp_admit_neg_bin_concentration,77.11824035644531
0,45,45,hosp_admit_neg_bin_concentration,176.19784545898438
0,46,46,hosp_admit_neg_bin_concentration,174.4317169189453
0,47,47,hosp_admit_neg_bin_concentration,2834.9267578125
0,48,48,hosp_admit_neg_bin_concentration,24.61150360107422
0,49,49,hosp_admit_neg_bin_concentration,14.65988826751709
0,50,50,hosp_admit_neg_bin_concentration,2.1839983463287354
0,51,51,hosp_admit_neg_bin_concentration,11.850757598876953
0,52,52,hosp_admit_neg_bin_concentration,5.0720438957214355
0,53,53,hosp_admit_neg_bin_concentration,70.98126220703125
0,54,54,hosp_admit_neg_bin_concentration,7.980890274047852
0,55,55,hosp_admit_neg_bin_concentration,14.28311538696289
0,56,56,hosp_admit_neg_bin_concentration,31.535539627075195
0,57,57,hosp_admit_neg_bin_concentration,12.868219375610352
0,58,58,hosp_admit_neg_bin_concentration,283.4823913574219
0,59,59,hosp_admit_neg_bin_concentration,11.140127182006836
0,60,60,hosp_admit_neg_bin_concentration,7.130886554718018
0,61,61,hosp_admit_neg_bin_concentration,971.8494873046875
0,62,62,hosp_admit_neg_bin_concentration,253.9961700439453
0,63,63,hosp_admit_neg_bin_concentration,0.37980547547340393
0,64,64,hosp_admit_neg_bin_concentration,26.55496597290039
0,65,65,hosp_admit_neg_bin_concentration,49.045753479003906
0,66,66,hosp_admit_neg_bin_concentration,198.520263671875
0,67,67,hosp_admit_neg_bin_concentration,75.79219055175781
0,68,68,hosp_admit_neg_bin_concentration,3.2281992435455322
0,69,69,hosp_admit_neg_bin_concentration,1.4056224822998047
0,70,70,hosp_admit_neg_bin_concentration,36.18220901489258
0,71,71,hosp_admit_neg_bin_concentration,3.627896547317505
0,72,72,hosp_admit_neg_bin_concentration,107.58839416503906
0,73,73,hosp_admit_neg_bin_concentration,22.997180938720703
0,74,74,hosp_admit_neg_bin_concentration,51.68938446044922
0,75,75,hosp_admit_neg_bin_concentration,166.5189208984375
0,76,76,hosp_admit_neg_bin_concentration,17.13382339477539
0,77,77,hosp_admit_neg_bin_concentration,46.55741882324219
0,78,78,hosp_admit_neg_bin_concentration,56.90077209472656
0,79,79,hosp_admit_neg_bin_concentration,3.232886791229248
0,80,80,hosp_admit_neg_bin_concentration,45.57757568359375
0,81,81,hosp_admit_neg_bin_concentration,213.36172485351562
0,82,82,hosp_admit_neg_bin_concentration,306.97479248046875
0,83,83,hosp_admit_neg_bin_concentration,52.525611877441406
0,84,84,hosp_admit_neg_bin_concentration,94.64126586914062
0,85,85,hosp_admit_neg_bin_concentration,8.93104362487793
0,86,86,hosp_admit_neg_bin_concentration,91.98088073730469
0,87,87,hosp_admit_neg_bin_concentration,106.12503814697266
0,88,88,hosp_admit_neg_bin_concentration,92.64250183105469
0,89,89,hosp_admit_neg_bin_concentration,748.3164672851562
0,90,90,hosp_admit_neg_bin_concentration,20.53582763671875
0,91,91,hosp_admit_neg_bin_concentration,149.08897399902344
0,92,92,hosp_admit_neg_bin_concentration,30.09147834777832
0,93,93,hosp_admit_neg_bin_concentration,21.519325256347656
0,94,94,hosp_admit_neg_bin_concentration,2.733081579208374
0,95,95,hosp_admit_neg_bin_concentration,1.9689178466796875
0,96,96,hosp_admit_neg_bin_concentration,26.525005340576172
0,97,97,hosp_admit_neg_bin_concentration,61.13787078857422
0,98,98,hosp_admit_neg_bin_concentration,46.73360824584961
0,99,99,hosp_admit_neg_bin_concentration,35.538665771484375
0,100,100,hosp_admit_neg_bin_concentration,214.04405212402344
0,101,101,hosp_admit_neg_bin_concentration,61.33137512207031
0,102,102,hosp_admit_neg_bin_concentration,60.205718994140625
0,103,103,hosp_admit_neg_bin_concentration,71.50472259521484
0,104,104,hosp_admit_neg_bin_concentration,6.752099990844727
0,105,105,hosp_admit_neg_bin_concentration,2445.27587890625
0,106,106,hosp_admit_neg_bin_concentration,2.3899874687194824
0,107,107,hosp_admit_neg_bin_concentration,33.8193473815918
0,108,108,hosp_admit_neg_bin_concentration,50.35887908935547
0,109,109,hosp_admit_neg_bin_concentration,2.8494839668273926
0,110,110,hosp_admit_neg_bin_concentration,342.10552978515625
0,111,111,hosp_admit_neg_bin_concentration,81.9908447265625
0,112,112,hosp_admit_neg_bin_concentration,310.2559814453125
0,113,113,hosp_admit_neg_bin_concentration,378.9167175292969
0,114,114,hosp_admit_neg_bin_concentration,215.9210205078125
0,115,115,hosp_admit_neg_bin_concentration,0.8369194269180298
0,116,116,hosp_admit_neg_bin_concentration,253.53187561035156
0,117,117,hosp_admit_neg_bin_concentration,276.86944580078125
0,118,118,hosp_admit_neg_bin_concentration,16.763914108276367
0,119,119,hosp_admit_neg_bin_concentration,15.871638298034668
0,120,120,hosp_admit_neg_bin_concentration,149.4680938720703
0,121,121,hosp_admit_neg_bin_concentration,26.535511016845703
0,122,122,hosp_admit_neg_bin_concentration,571.3780517578125
0,123,123,hosp_admit_neg_bin_concentration,90.62741088867188
0,124,124,hosp_admit_neg_bin_concentration,0.4952273964881897
0,125,125,hosp_admit_neg_bin_concentration,9.29745864868164
0,126,126,hosp_admit_neg_bin_concentration,546.9320678710938
0,127,127,hosp_admit_neg_bin_concentration,2.6875100135803223
0,128,128,hosp_admit_neg_bin_concentration,1559.941650390625
0,129,129,hosp_admit_neg_bin_concentration,0.7790533304214478
0,130,130,hosp_admit_neg_bin_concentration,115.67266845703125
0,131,131,hosp_admit_neg_bin_concentration,22.463542938232422
0,132,132,hosp_admit_neg_bin_concentration,27.62718963623047
0,133,133,hosp_admit_neg_bin_concentration,4337.189453125
0,134,134,hosp_admit_neg_bin_concentration,1.2506065368652344
0,135,135,hosp_admit_neg_bin_concentration,45.41394805908203
0,136,136,hosp_admit_neg_bin_concentration,2708.40380859375
0,137,137,hosp_admit_neg_bin_concentration,21.355754852294922
0,138,138,hosp_admit_neg_bin_concentration,350.6123352050781
0,139,139,hosp_admit_neg_bin_concentration,6.918766021728516
0,140,140,hosp_admit_neg_bin_concentration,7.409322261810303
0,141,141,hosp_admit_neg_bin_concentration,16.577993392944336
0,142,142,hosp_admit_neg_bin_concentration,7.5574164390563965
0,143,143,hosp_admit_neg_bin_concentration,40.28416061401367
0,144,144,hosp_admit_neg_bin_concentration,44.193641662597656
0,145,145,hosp_admit_neg_bin_concentration,105.69305419921875
0,146,146,hosp_admit_neg_bin_concentration,14.578103065490723
0,147,147,hosp_admit_neg_bin_concentration,75.17161560058594
0,148,148,hosp_admit_neg_bin_concentration,7.732609748840332
0,149,149,hosp_admit_neg_bin_concentration,484.1457214355469
0,150,150,hosp_admit_neg_bin_concentration,20.379261016845703
0,151,151,hosp_admit_neg_bin_concentration,17.677194595336914
0,152,152,hosp_admit_neg_bin_concentration,0.47075366973876953
0,153,153,hosp_admit_neg_bin_concentration,81.68658447265625
0,154,154,hosp_admit_neg_bin_concentration,0.2751162052154541
0,155,155,hosp_admit_neg_bin_concentration,17.956592559814453
0,156,156,hosp_admit_neg_bin_concentration,297.17596435546875
0,157,157,hosp_admit_neg_bin_concentration,130.47982788085938
0,158,158,hosp_admit_neg_bin_concentration,114.13935089111328
0,159,159,hosp_admit_neg_bin_concentration,337.1407165527344
0,160,160,hosp_admit_neg_bin_concentration,75.09934997558594
0,161,161,hosp_admit_neg_bin_concentration,4.125397682189941
0,162,162,hosp_admit_neg_bin_concentration,521.1058959960938
0,163,163,hosp_admit_neg_bin_concentration,11.43036937713623
0,164,164,hosp_admit_neg_bin_concentration,205.68246459960938
0,165,165,hosp_admit_neg_bin_concentration,1694.726318359375
0,166,166,hosp_admit_neg_bin_concentration,70.3194808959961
0,167,167,hosp_admit_neg_bin_concentration,21.609792709350586
0,168,168,hosp_admit_neg_bin_concentration,13.545059204101562
0,169,169,hosp_admit_neg_bin_concentration,933.7708129882812
0,170,170,hosp_admit_neg_bin_concentration,10.683255195617676
0,171,171,hosp_admit_neg_bin_concentration,24.134990692138672
0,172,172,hosp_admit_neg_bin_concentration,40.418434143066406
0,173,173,hosp_admit_neg_bin_concentration,56.72914505004883
0,174,174,hosp_admit_neg_bin_concentration,338.0660400390625
0,175,175,hosp_admit_neg_bin_concentration,15.034174919128418
0,176,176,hosp_admit_neg_bin_concentration,3.0264570713043213
0,177,177,hosp_admit_neg_bin_concentration,76.43058013916016
0,178,178,hosp_admit_neg_bin_concentration,48.25397491455078
0,179,179,hosp_admit_neg_bin_concentration,10.316373825073242
0,180,180,hosp_admit_neg_bin_concentration,6.348111629486084
0,181,181,hosp_admit_neg_bin_concentration,43.391212463378906
0,182,182,hosp_admit_neg_bin_concentration,22.730850219726562
0,183,183,hosp_admit_neg_bin_concentration,132.83993530273438
0,184,184,hosp_admit_neg_bin_concentration,80.12274169921875
0,185,185,hosp_admit_neg_bin_concentration,100.68301391601562
0,186,186,hosp_admit_neg_bin_concentration,50.45323944091797
0,187,187,hosp_admit_neg_bin_concentration,209.47152709960938
0,188,188,hosp_admit_neg_bin_concentration,223.51417541503906
0,189,189,hosp_admit_neg_bin_concentration,142.83566284179688
0,190,190,hosp_admit_neg_bin_concentration,4.005398750305176
0,191,191,hosp_admit_neg_bin_concentration,3.8356404304504395
0,192,192,hosp_admit_neg_bin_concentration,526.4298095703125
0,193,193,hosp_admit_neg_bin_concentration,46.20923614501953
0,194,194,hosp_admit_neg_bin_concentration,0.30215251445770264
0,195,195,hosp_admit_neg_bin_concentration,934.7758178710938
0,196,196,hosp_admit_neg_bin_concentration,19.129934310913086
0,197,197,hosp_admit_neg_bin_concentration,11.102705955505371
0,198,198,hosp_admit_neg_bin_concentration,3.1302108764648438
0,199,199,hosp_admit_neg_bin_concentration,2.513922929763794
0,200,200,hosp_admit_neg_bin_concentration,2.8899598121643066
0,201,201,hosp_admit_neg_bin_concentration,69.68380737304688
0,202,202,hosp_admit_neg_bin_concentration,27.487234115600586
0,203,203,hosp_admit_neg_bin_concentration,22.398723602294922
0,204,204,hosp_admit_neg_bin_concentration,43.130943298339844
0,205,205,hosp_admit_neg_bin_concentration,87.80501556396484
0,206,206,hosp_admit_neg_bin_concentration,1237.3226318359375
0,207,207,hosp_admit_neg_bin_concentration,158.36383056640625
0,208,208,hosp_admit_neg_bin_concentration,2439.84033203125
0,209,209,hosp_admit_neg_bin_concentration,489.78961181640625
0,210,210,hosp_admit_neg_bin_concentration,56.81482696533203
0,211,211,hosp_admit_neg_bin_concentration,22.63217544555664
0,212,212,hosp_admit_neg_bin_concentration,19.491859436035156
0,213,213,hosp_admit_neg_bin_concentration,1.59505295753479
0,214,214,hosp_admit_neg_bin_concentration,49.46699523925781
0,215,215,hosp_admit_neg_bin_concentration,1.120543122291565
0,216,216,hosp_admit_neg_bin_concentration,70.49705505371094
0,217,217,hosp_admit_neg_bin_concentration,31.61419105529785
0,218,218,hosp_admit_neg_bin_concentration,0.30701589584350586
0,219,219,hosp_admit_neg_bin_concentration,231.2197265625
0,220,220,hosp_admit_neg_bin_concentration,55.88224792480469
0,221,221,hosp_admit_neg_bin_concentration,14.62157917022705
0,222,222,hosp_admit_neg_bin_concentration,42.097076416015625
0,223,223,hosp_admit_neg_bin_concentration,7.624922275543213
0,224,224,hosp_admit_neg_bin_concentration,3.274381399154663
0,225,225,hosp_admit_neg_bin_concentration,1205.2696533203125
0,226,226,hosp_admit_neg_bin_concentration,197.89817810058594
0,227,227,hosp_admit_neg_bin_concentration,0.2956133484840393
0,228,228,hosp_admit_neg_bin_concentration,6.6792893409729
0,229,229,hosp_admit_neg_bin_concentration,28.9574031829834
0,230,230,hosp_admit_neg_bin_concentration,159.4510955810547
0,231,231,hosp_admit_neg_bin_concentration,103.4378890991211
0,232,232,hosp_admit_neg_bin_concentration,5.497523307800293
0,233,233,hosp_admit_neg_bin_concentration,4.491705417633057
0,234,234,hosp_admit_neg_bin_concentration,411.6409912109375
0,235,235,hosp_admit_neg_bin_concentration,18.627119064331055
0,236,236,hosp_admit_neg_bin_concentration,25.262292861938477
0,237,237,hosp_admit_neg_bin_concentration,205.22152709960938
0,238,238,hosp_admit_neg_bin_concentration,13.873454093933105
0,239,239,hosp_admit_neg_bin_concentration,72.52115631103516
0,240,240,hosp_admit_neg_bin_concentration,843.304443359375
0,241,241,hosp_admit_neg_bin_concentration,67.50277709960938
0,242,242,hosp_admit_neg_bin_concentration,29.527530670166016
0,243,243,hosp_admit_neg_bin_concentration,294.758056640625
0,244,244,hosp_admit_neg_bin_concentration,555.8677368164062
0,245,245,hosp_admit_neg_bin_concentration,9.943275451660156
0,246,246,hosp_admit_neg_bin_concentration,11.245798110961914
0,247,247,hosp_admit_neg_bin_concentration,7.174201011657715
0,248,248,hosp_admit_neg_bin_concentration,25.127971649169922
0,249,249,hosp_admit_neg_bin_concentration,16.0405216217041
1,250,0,hosp_admit_neg_bin_concentration,2.725053071975708
1,1,1,hosp_admit_neg_bin_concentration,1.4463775157928467
1,2,2,hosp_admit_neg_bin_concentration,479.305419921875
1,3,3,hosp_admit_neg_bin_concentration,325.29559326171875
1,4,4,hosp_admit_neg_bin_concentration,2.375441312789917
1,5,5,hosp_admit_neg_bin_concentration,8.880483627319336
1,6,6,hosp_admit_neg_bin_concentration,140.0824432373047
1,7,7,hosp_admit_neg_bin_concentration,152.06277465820312
1,8,8,hosp_admit_neg_bin_concentration,20.492076873779297
1,9,9,hosp_admit_neg_bin_concentration,126.00358581542969
1,10,10,hosp_admit_neg_bin_concentration,76.72540283203125
1,11,11,hosp_admit_neg_bin_concentration,460.3179626464844
1,12,12,hosp_admit_neg_bin_concentration,303.33319091796875
1,13,13,hosp_admit_neg_bin_concentration,69.65245056152344
1,14,14,hosp_admit_neg_bin_concentration,107.26802825927734
1,15,15,hosp_admit_neg_bin_concentration,12.810310363769531
1,16,16,hosp_admit_neg_bin_concentration,24.521286010742188
1,17,17,hosp_admit_neg_bin_concentration,189.97862243652344
1,18,18,hosp_admit_neg_bin_concentration,175.4376983642578
1,19,19,hosp_admit_neg_bin_concentration,0.36575523018836975
1,20,20,hosp_admit_neg_bin_concentration,18.90158462524414
1,21,21,hosp_admit_neg_bin_concentration,7.707711219787598
1,22,22,hosp_admit_neg_bin_concentration,125.90509033203125
1,23,23,hosp_admit_neg_bin_concentration,376.33026123046875
1,24,24,hosp_admit_neg_bin_concentration,616.7750244140625
1,25,25,hosp_admit_neg_bin_concentration,76.43637084960938
1,26,26,hosp_admit_neg_bin_concentration,180.50961303710938
1,27,27,hosp_admit_neg_bin_concentration,7.586493968963623
1,28,28,hosp_admit_neg_bin_concentration,82.09659576416016
1,29,29,hosp_admit_neg_bin_concentration,4.3946213722229
1,30,30,hosp_admit_neg_bin_concentration,10.512056350708008
1,31,31,hosp_admit_neg_bin_concentration,1319.813232421875
1,32,32,hosp_admit_neg_bin_concentration,103.383056640625
1,33,33,hosp_admit_neg_bin_concentration,510.43865966796875
1,34,34,hosp_admit_neg_bin_concentration,342.6124267578125
1,35,35,hosp_admit_neg_bin_concentration,588.003173828125
1,36,36,hosp_admit_neg_bin_concentration,4.089150428771973
1,37,37,hosp_admit_neg_bin_concentration,27.156953811645508
1,38,38,hosp_admit_neg_bin_concentration,82.52361297607422
1,39,39,hosp_admit_neg_bin_concentration,23.957626342773438
1,40,40,hosp_admit_neg_bin_concentration,22.211624145507812
1,41,41,hosp_admit_neg_bin_concentration,101.33235931396484
1,42,42,hosp_admit_neg_bin_concentration,569.2061157226562
1,43,43,hosp_admit_neg_bin_concentration,15.298595428466797
1,44,44,hosp_admit_neg_bin_concentration,18.659116744995117
1,45,45,hosp_admit_neg_bin_concentration,432.8091125488281
1,46,46,hosp_admit_neg_bin_concentration,52.76945877075195
1,47,47,hosp_admit_neg_bin_concentration,18.790658950805664
1,48,48,hosp_admit_neg_bin_concentration,25.152109146118164
1,49,49,hosp_admit_neg_bin_concentration,92.68363952636719
1,50,50,hosp_admit_neg_bin_concentration,47.996028900146484
1,51,51,hosp_admit_neg_bin_concentration,76.75343322753906
1,52,52,hosp_admit_neg_bin_concentration,153.1121063232422
1,53,53,hosp_admit_neg_bin_concentration,892.8876342773438
1,54,54,hosp_admit_neg_bin_concentration,23.576335906982422
1,55,55,hosp_admit_neg_bin_concentration,48.954254150390625
1,56,56,hosp_admit_neg_bin_concentration,1791.18212890625
1,57,57,hosp_admit_neg_bin_concentration,2.408337354660034
1,58,58,hosp_admit_neg_bin_concentration,1335.636962890625
1,59,59,hosp_admit_neg_bin_concentration,146.95846557617188
1,60,60,hosp_admit_neg_bin_concentration,494.7228088378906
1,61,61,hosp_admit_neg_bin_concentration,19.83255386352539
1,62,62,hosp_admit_neg_bin_concentration,859.9822387695312
1,63,63,hosp_admit_neg_bin_concentration,391.2066345214844
1,64,64,hosp_admit_neg_bin_concentration,51.685401916503906
1,65,65,hosp_admit_neg_bin_concentration,907.2786254882812
1,66,66,hosp_admit_neg_bin_concentration,76.60282897949219
1,67,67,hosp_admit_neg_bin_concentration,56.1685791015625
1,68,68,hosp_admit_neg_bin_concentration,647.175537109375
1,69,69,hosp_admit_neg_bin_concentration,135.26400756835938
1,70,70,hosp_admit_neg_bin_concentration,3551.72607421875
1,71,71,hosp_admit_neg_bin_concentration,391.6280822753906
1,72,72,hosp_admit_neg_bin_concentration,49.9299201965332
1,73,73,hosp_admit_neg_bin_concentration,543.3858032226562
1,74,74,hosp_admit_neg_bin_concentration,9.8954439163208
1,75,75,hosp_admit_neg_bin_concentration,33.75447082519531
1,76,76,hosp_admit_neg_bin_concentration,36.133094787597656
1,77,77,hosp_admit_neg_bin_concentration,2307.884765625
1,78,78,hosp_admit_neg_bin_concentration,2.3579788208007812
1,79,79,hosp_admit_neg_bin_concentration,245.03778076171875
1,80,80,hosp_admit_neg_bin_concentration,123.57152557373047
1,81,81,hosp_admit_neg_bin_concentration,12.884282112121582
1,82,82,hosp_admit_neg_bin_concentration,15.525748252868652
1,83,83,hosp_admit_neg_bin_concentration,6.003948211669922
1,84,84,hosp_admit_neg_bin_concentration,93.73655700683594
1,85,85,hosp_admit_neg_bin_concentration,11.49726390838623
1,86,86,hosp_admit_neg_bin_concentration,198.32412719726562
1,87,87,hosp_admit_neg_bin_concentration,21.93976402282715
1,88,88,hosp_admit_neg_bin_concentration,0.8991576433181763
1,89,89,hosp_admit_neg_bin_concentration,35.562904357910156
1,90,90,hosp_admit_neg_bin_concentration,683.3538818359375
1,91,91,hosp_admit_neg_bin_concentration,228.91845703125
1,92,92,hosp_admit_neg_bin_concentration,84.72212982177734
1,93,93,hosp_admit_neg_bin_concentration,93.83883666992188
1,94,94,hosp_admit_neg_bin_concentration,42.00495147705078
1,95,95,hosp_admit_neg_bin_concentration,66.30278778076172
1,96,96,hosp_admit_neg_bin_concentration,112.60256958007812
1,97,97,hosp_admit_neg_bin_concentration,3.0302209854125977
1,98,98,hosp_admit_neg_bin_concentration,76.77235412597656
1,99,99,hosp_admit_neg_bin_concentration,366.2520446777344
