state,date,hosp
NM,2024/03/22,9
NM,2024/03/23,4
NM,2024/03/24,3
NM,2024/03/25,2
NM,2024/03/26,12
NM,2024/03/27,1
NM,2024/03/28,5
NM,2024/03/29,5
NM,2024/03/30,8
NM,2024/03/31,5
NM,2024/04/01,6
NM,2024/04/02,8
NM,2024/04/03,6
NM,2024/04/04,6
NM,2024/04/05,5
NM,2024/04/06,5
NM,2024/04/07,1
NM,2024/04/08,4
NM,2024/04/09,3
NM,2024/04/10,2
NM,2024/04/11,3
NM,2024/04/12,4
NM,2024/04/13,2
NM,2024/04/14,0
NM,2024/04/15,1
NM,2024/04/16,3
NM,2024/04/17,3
NM,2024/04/18,3
NM,2024/04/19,2
NM,2024/04/20,3
NM,2024/04/21,1
NM,2024/04/22,1
NM,2024/04/23,9
NM,2024/04/24,7
NM,2024/04/25,1
NM,2024/04/26,1
NM,2024/04/27,0
NV,2020/01/02,1
NV,2020/01/03,1
NV,2020/01/04,1
NV,2020/01/05,1
NV,2020/01/06,1
NV,2020/01/24,
NV,2020/01/25,
NV,2020/01/26,
NV,2020/01/27,
NV,2020/01/28,
NV,2020/01/29,
NV,2020/01/30,
NV,2020/01/31,
NV,2020/02/01,
NV,2020/02/02,
NV,2020/02/03,
NV,2020/02/04,
NV,2020/02/05,
NV,2020/02/06,
NV,2020/02/07,
NV,2020/02/08,
NV,2020/02/09,
NV,2020/02/10,
NV,2020/02/11,
NV,2020/02/12,
NV,2020/02/13,
NV,2020/02/14,
NV,2020/02/15,
NV,2020/02/16,
NV,2020/02/17,
NV,2020/02/18,
NV,2020/02/19,
NV,2020/02/20,
NV,2020/02/21,
NV,2020/02/22,
NV,2020/02/23,
NV,2020/02/24,
NV,2020/02/25,
NV,2020/02/26,
NV,2020/02/27,
NV,2020/02/28,
NV,2020/02/29,
NV,2020/03/01,
NV,2020/03/02,
NV,2020/03/03,
NV,2020/03/04,
NV,2020/03/05,
NV,2020/03/06,
NV,2020/03/07,
NV,2020/03/08,
NV,2020/03/09,
NV,2020/03/10,
NV,2020/03/11,
NV,2020/03/12,
NV,2020/03/13,
NV,2020/03/14,
NV,2020/03/15,
NV,2020/03/16,
NV,2020/03/17,
NV,2020/03/18,
NV,2020/03/19,
NV,2020/03/20,
NV,2020/03/21,
NV,2020/03/22,
NV,2020/03/23,
NV,2020/03/24,
NV,2020/03/25,
NV,2020/03/26,
NV,2020/03/27,
NV,2020/03/28,
NV,2020/03/29,
NV,2020/03/30,
NV,2020/03/31,
NV,2020/04/01,
NV,2020/04/02,
NV,2020/04/03,
NV,2020/04/04,
NV,2020/04/05,
NV,2020/04/06,
NV,2020/04/07,
NV,2020/04/08,
NV,2020/04/09,
NV,2020/04/10,
NV,2020/04/11,
NV,2020/04/12,
NV,2020/04/13,
NV,2020/04/14,
NV,2020/04/15,
NV,2020/04/16,
NV,2020/04/17,
NV,2020/04/18,
NV,2020/04/19,
NV,2020/04/20,
NV,2020/04/21,
NV,2020/04/22,
NV,2020/04/23,
NV,2020/04/24,
NV,2020/04/25,
NV,2020/04/26,
NV,2020/04/27,
NV,2020/04/28,
NV,2020/04/29,
NV,2020/04/30,
NV,2020/05/01,
NV,2020/05/02,
NV,2020/05/03,
NV,2020/05/04,
NV,2020/05/05,
NV,2020/05/06,
NV,2020/05/07,
NV,2020/05/08,
NV,2020/05/09,
NV,2020/05/10,
NV,2020/05/11,
NV,2020/05/12,
NV,2020/05/13,
NV,2020/05/14,
NV,2020/05/15,
NV,2020/05/16,
NV,2020/05/17,
NV,2020/05/18,
NV,2020/05/19,
NV,2020/05/20,
NV,2020/05/21,
NV,2020/05/22,
NV,2020/05/23,
NV,2020/05/24,
NV,2020/05/25,
NV,2020/05/26,
NV,2020/05/27,
NV,2020/05/28,
NV,2020/05/29,
NV,2020/05/30,
NV,2020/05/31,
NV,2020/06/01,
NV,2020/06/02,
NV,2020/06/03,
NV,2020/06/04,
NV,2020/06/05,
NV,2020/06/06,
NV,2020/06/07,
NV,2020/06/08,
NV,2020/06/09,
NV,2020/06/10,
NV,2020/06/11,
NV,2020/06/12,
NV,2020/06/13,
NV,2020/06/14,
NV,2020/06/15,
NV,2020/06/16,
NV,2020/06/17,
NV,2020/06/18,
NV,2020/06/19,
NV,2020/06/20,
NV,2020/06/21,
NV,2020/06/22,
NV,2020/06/23,
NV,2020/06/24,
NV,2020/06/25,
NV,2020/06/26,
NV,2020/06/27,
NV,2020/06/28,
NV,2020/06/29,
NV,2020/06/30,
NV,2020/07/01,
NV,2020/07/02,
NV,2020/07/03,
NV,2020/07/04,
NV,2020/07/05,
NV,2020/07/06,
NV,2020/07/07,
NV,2020/07/08,
NV,2020/07/09,
NV,2020/07/10,
NV,2020/07/11,
NV,2020/07/12,
NV,2020/07/13,
NV,2020/07/14,
NV,2020/07/15,
NV,2020/07/16,
NV,2020/07/17,
NV,2020/07/18,
NV,2020/07/19,
NV,2020/07/20,
NV,2020/07/21,
NV,2020/07/22,
NV,2020/07/23,
NV,2020/07/24,
NV,2020/07/25,
NV,2020/07/26,
NV,2020/07/27,
NV,2020/07/28,
NV,2020/07/29,
NV,2020/07/30,
NV,2020/07/31,
NV,2020/08/01,
NV,2020/08/02,
NV,2020/08/03,0
NV,2020/08/04,
NV,2020/08/05,
NV,2020/08/06,
NV,2020/08/07,
NV,2020/08/08,
NV,2020/08/09,
NV,2020/08/10,
NV,2020/08/11,
NV,2020/08/12,
NV,2020/08/13,
NV,2020/08/14,
NV,2020/08/15,
NV,2020/08/16,
NV,2020/08/17,
NV,2020/08/18,
NV,2020/08/19,
NV,2020/08/20,
NV,2020/08/21,
NV,2020/08/22,
NV,2020/08/23,
NV,2020/08/24,
NV,2020/08/25,
NV,2020/08/26,
NV,2020/08/27,
NV,2020/08/28,
NV,2020/08/29,
NV,2020/08/30,
NV,2020/08/31,
NV,2020/09/01,
NV,2020/09/02,
NV,2020/09/03,
NV,2020/09/04,
NV,2020/09/05,
NV,2020/09/06,
NV,2020/09/07,
NV,2020/09/08,
NV,2020/09/09,
NV,2020/09/10,
NV,2020/09/11,
NV,2020/09/12,
NV,2020/09/13,
NV,2020/09/14,
NV,2020/09/15,
NV,2020/09/16,
NV,2020/09/17,
NV,2020/09/18,
NV,2020/09/19,
NV,2020/09/20,
NV,2020/09/21,
NV,2020/09/22,
NV,2020/09/23,
NV,2020/09/24,
NV,2020/09/25,0
NV,2020/09/26,0
NV,2020/09/27,0
NV,2020/09/28,0
NV,2020/09/29,0
NV,2020/09/30,0
NV,2020/10/01,0
NV,2020/10/02,
NV,2020/10/03,0
NV,2020/10/04,0
NV,2020/10/05,
NV,2020/10/06,0
NV,2020/10/07,0
NV,2020/10/08,0
NV,2020/10/09,0
NV,2020/10/10,0
NV,2020/10/11,0
NV,2020/10/12,0
NV,2020/10/13,0
NV,2020/10/14,0
NV,2020/10/15,0
NV,2020/10/16,0
NV,2020/10/17,
NV,2020/10/18,
NV,2020/10/19,0
NV,2020/10/20,0
NV,2020/10/21,0
NV,2020/10/22,4
NV,2020/10/23,1
NV,2020/10/24,0
NV,2020/10/25,0
NV,2020/10/26,0
NV,2020/10/27,1
NV,2020/10/28,0
NV,2020/10/29,50
NV,2020/10/30,0
NV,2020/10/31,1
NV,2020/11/01,0
NV,2020/11/02,0
NV,2020/11/03,0
NV,2020/11/04,0
NV,2020/11/05,0
NV,2020/11/06,1
NV,2020/11/07,1
NV,2020/11/08,0
NV,2020/11/09,0
NV,2020/11/10,0
NV,2020/11/11,0
NV,2020/11/12,0
NV,2020/11/13,1
NV,2020/11/14,0
NV,2020/11/15,0
NV,2020/11/16,0
NV,2020/11/17,1
NV,2020/11/18,4
NV,2020/11/19,0
NV,2020/11/20,0
NV,2020/11/21,0
NV,2020/11/22,0
NV,2020/11/23,0
NV,2020/11/24,0
NV,2020/11/25,1
NV,2020/11/26,8
NV,2020/11/27,0
NV,2020/11/28,0
NV,2020/11/29,2
NV,2020/11/30,1
NV,2020/12/01,0
NV,2020/12/02,0
NV,2020/12/03,0
NV,2020/12/04,0
NV,2020/12/05,4
NV,2020/12/06,2
NV,2020/12/07,1
NV,2020/12/08,2
NV,2020/12/09,0
NV,2020/12/10,0
NV,2020/12/11,0
NV,2020/12/12,1
NV,2020/12/13,0
NV,2020/12/14,0
NV,2020/12/15,2
NV,2020/12/16,1
NV,2020/12/17,1
NV,2020/12/18,5
NV,2020/12/19,1
NV,2020/12/20,1
NV,2020/12/21,0
NV,2020/12/22,0
NV,2020/12/23,1
NV,2020/12/24,1
NV,2020/12/25,0
NV,2020/12/26,0
NV,2020/12/27,1
NV,2020/12/28,0
NV,2020/12/29,0
NV,2020/12/30,11
NV,2020/12/31,1
NV,2021/01/01,1
NV,2021/01/02,1
NV,2021/01/03,1
NV,2021/01/04,2
NV,2021/01/05,1
NV,2021/01/06,1
NV,2021/01/07,1
NV,2021/01/08,0
NV,2021/01/09,1
NV,2021/01/10,0
NV,2021/01/11,1
NV,2021/01/12,0
NV,2021/01/13,9
NV,2021/01/14,1
NV,2021/01/15,0
NV,2021/01/16,1
NV,2021/01/17,0
NV,2021/01/18,0
NV,2021/01/19,0
NV,2021/01/20,2
NV,2021/01/21,0
NV,2021/01/22,0
NV,2021/01/23,0
NV,2021/01/24,0
NV,2021/01/25,0
NV,2021/01/26,3
NV,2021/01/27,0
NV,2021/01/28,0
NV,2021/01/29,0
NV,2021/01/30,0
NV,2021/01/31,0
NV,2021/02/01,0
NV,2021/02/02,4
NV,2021/02/03,0
NV,2021/02/04,0
NV,2021/02/05,0
NV,2021/02/06,0
NV,2021/02/07,0
NV,2021/02/08,0
NV,2021/02/09,0
NV,2021/02/10,0
NV,2021/02/11,0
NV,2021/02/12,0
NV,2021/02/13,0
NV,2021/02/14,0
NV,2021/02/15,0
NV,2021/02/16,0
NV,2021/02/17,0
NV,2021/02/18,4
NV,2021/02/19,0
NV,2021/02/20,0
NV,2021/02/21,0
NV,2021/02/22,0
NV,2021/02/23,1
NV,2021/02/24,0
NV,2021/02/25,3
NV,2021/02/26,0
NV,2021/02/27,3
NV,2021/02/28,0
NV,2021/03/01,0
NV,2021/03/02,0
NV,2021/03/03,0
NV,2021/03/04,0
NV,2021/03/05,0
NV,2021/03/06,0
NV,2021/03/07,8
NV,2021/03/08,0
NV,2021/03/09,2
NV,2021/03/10,0
NV,2021/03/11,0
NV,2021/03/12,0
NV,2021/03/13,1
NV,2021/03/14,0
NV,2021/03/15,0
NV,2021/03/16,0
NV,2021/03/17,2
NV,2021/03/18,1
NV,2021/03/19,1
NV,2021/03/20,2
NV,2021/03/21,1
NV,2021/03/22,0
NV,2021/03/23,0
NV,2021/03/24,0
NV,2021/03/25,0
NV,2021/03/26,0
NV,2021/03/27,0
NV,2021/03/28,1
NV,2021/03/29,1
NV,2021/03/30,1
NV,2021/03/31,0
NV,2021/04/01,0
NV,2021/04/02,0
NV,2021/04/03,0
NV,2021/04/04,1
NV,2021/04/05,0
NV,2021/04/06,0
NV,2021/04/07,0
NV,2021/04/08,1
NV,2021/04/09,0
NV,2021/04/10,0
NV,2021/04/11,0
NV,2021/04/12,2
NV,2021/04/13,0
NV,2021/04/14,0
NV,2021/04/15,1
NV,2021/04/16,1
NV,2021/04/17,0
NV,2021/04/18,1
NV,2021/04/19,1
NV,2021/04/20,0
NV,2021/04/21,0
NV,2021/04/22,1
NV,2021/04/23,0
NV,2021/04/24,2
NV,2021/04/25,1
NV,2021/04/26,2
NV,2021/04/27,3
NV,2021/04/28,0
NV,2021/04/29,0
NV,2021/04/30,1
NV,2021/05/01,0
NV,2021/05/02,0
NV,2021/05/03,0
NV,2021/05/04,0
NV,2021/05/05,0
NV,2021/05/06,0
NV,2021/05/07,1
NV,2021/05/08,1
NV,2021/05/09,0
NV,2021/05/10,0
NV,2021/05/11,0
NV,2021/05/12,1
NV,2021/05/13,0
NV,2021/05/14,0
NV,2021/05/15,0
NV,2021/05/16,0
NV,2021/05/17,0
NV,2021/05/18,0
NV,2021/05/19,0
NV,2021/05/20,0
NV,2021/05/21,0
NV,2021/05/22,0
NV,2021/05/23,0
NV,2021/05/24,0
NV,2021/05/25,0
NV,2021/05/26,0
NV,2021/05/27,0
NV,2021/05/28,0
NV,2021/05/29,0
NV,2021/05/30,1
NV,2021/05/31,0
NV,2021/06/01,0
NV,2021/06/02,0
NV,2021/06/03,0
NV,2021/06/04,0
NV,2021/06/05,0
NV,2021/06/06,0
NV,2021/06/07,0
NV,2021/06/08,1
NV,2021/06/09,0
NV,2021/06/10,0
NV,2021/06/11,1
NV,2021/06/12,0
NV,2021/06/13,0
NV,2021/06/14,0
NV,2021/06/15,2
NV,2021/06/16,2
NV,2021/06/17,2
NV,2021/06/18,0
NV,2021/06/19,1
NV,2021/06/20,0
NV,2021/06/21,1
NV,2021/06/22,1
NV,2021/06/23,0
NV,2021/06/24,0
NV,2021/06/25,0
NV,2021/06/26,0
NV,2021/06/27,0
NV,2021/06/28,0
NV,2021/06/29,1
NV,2021/06/30,0
NV,2021/07/01,0
NV,2021/07/02,0
NV,2021/07/03,0
NV,2021/07/04,0
NV,2021/07/05,0
NV,2021/07/06,0
NV,2021/07/07,1
NV,2021/07/08,0
NV,2021/07/09,1
NV,2021/07/10,0
NV,2021/07/11,0
NV,2021/07/12,0
NV,2021/07/13,1
NV,2021/07/14,1
NV,2021/07/15,1
NV,2021/07/16,0
NV,2021/07/17,0
NV,2021/07/18,1
NV,2021/07/19,0
NV,2021/07/20,0
NV,2021/07/21,0
NV,2021/07/22,0
NV,2021/07/23,1
NV,2021/07/24,0
NV,2021/07/25,0
NV,2021/07/26,0
NV,2021/07/27,0
NV,2021/07/28,0
NV,2021/07/29,0
NV,2021/07/30,0
NV,2021/07/31,0
NV,2021/08/01,0
NV,2021/08/02,0
NV,2021/08/03,0
NV,2021/08/04,0
NV,2021/08/05,0
NV,2021/08/06,0
NV,2021/08/07,0
NV,2021/08/08,0
NV,2021/08/09,0
NV,2021/08/10,0
NV,2021/08/11,1
NV,2021/08/12,0
NV,2021/08/13,0
NV,2021/08/14,2
NV,2021/08/15,1
NV,2021/08/16,0
NV,2021/08/17,2
NV,2021/08/18,0
NV,2021/08/19,0
NV,2021/08/20,0
NV,2021/08/21,0
NV,2021/08/22,0
NV,2021/08/23,0
NV,2021/08/24,0
NV,2021/08/25,0
NV,2021/08/26,4
NV,2021/08/27,0
NV,2021/08/28,1
NV,2021/08/29,0
NV,2021/08/30,0
NV,2021/08/31,0
NV,2021/09/01,0
NV,2021/09/02,0
NV,2021/09/03,0
NV,2021/09/04,0
NV,2021/09/05,0
NV,2021/09/06,0
NV,2021/09/07,0
NV,2021/09/08,0
NV,2021/09/09,0
NV,2021/09/10,0
NV,2021/09/11,0
NV,2021/09/12,1
NV,2021/09/13,0
NV,2021/09/14,1
NV,2021/09/15,0
NV,2021/09/16,1
NV,2021/09/17,0
NV,2021/09/18,0
NV,2021/09/19,0
NV,2021/09/20,0
NV,2021/09/21,0
NV,2021/09/22,1
NV,2021/09/23,0
NV,2021/09/24,0
NV,2021/09/25,0
NV,2021/09/26,0
NV,2021/09/27,0
NV,2021/09/28,0
NV,2021/09/29,0
NV,2021/09/30,1
NV,2021/10/01,1
NV,2021/10/02,1
NV,2021/10/03,2
NV,2021/10/04,3
NV,2021/10/05,0
NV,2021/10/06,0
NV,2021/10/07,0
NV,2021/10/08,2
NV,2021/10/09,0
NV,2021/10/10,0
NV,2021/10/11,0
NV,2021/10/12,1
NV,2021/10/13,0
NV,2021/10/14,1
NV,2021/10/15,2
NV,2021/10/16,2
NV,2021/10/17,0
NV,2021/10/18,0
NV,2021/10/19,0
NV,2021/10/20,1
NV,2021/10/21,0
NV,2021/10/22,0
NV,2021/10/23,2
NV,2021/10/24,1
NV,2021/10/25,1
NV,2021/10/26,0
NV,2021/10/27,0
NV,2021/10/28,0
NV,2021/10/29,0
NV,2021/10/30,1
NV,2021/10/31,0
NV,2021/11/01,3
NV,2021/11/02,1
NV,2021/11/03,0
NV,2021/11/04,0
NV,2021/11/05,0
NV,2021/11/06,0
NV,2021/11/07,1
NV,2021/11/08,0
NV,2021/11/09,0
NV,2021/11/10,0
NV,2021/11/11,1
NV,2021/11/12,0
NV,2021/11/13,4
NV,2021/11/14,1
NV,2021/11/15,2
NV,2021/11/16,0
NV,2021/11/17,0
NV,2021/11/18,4
NV,2021/11/19,1
NV,2021/11/20,1
NV,2021/11/21,1
NV,2021/11/22,1
NV,2021/11/23,5
NV,2021/11/24,0
NV,2021/11/25,1
NV,2021/11/26,0
NV,2021/11/27,1
NV,2021/11/28,0
NV,2021/11/29,2
NV,2021/11/30,1
NV,2021/12/01,1
NV,2021/12/02,1
NV,2021/12/03,0
NV,2021/12/04,1
NV,2021/12/05,1
NV,2021/12/06,0
NV,2021/12/07,1
NV,2021/12/08,0
NV,2021/12/09,2
NV,2021/12/10,0
NV,2021/12/11,1
NV,2021/12/12,2
NV,2021/12/13,1
NV,2021/12/14,0
NV,2021/12/15,0
NV,2021/12/16,1
NV,2021/12/17,0
NV,2021/12/18,0
NV,2021/12/19,1
NV,2021/12/20,1
NV,2021/12/21,0
NV,2021/12/22,0
NV,2021/12/23,3
NV,2021/12/24,1
NV,2021/12/25,2
NV,2021/12/26,2
NV,2021/12/27,0
NV,2021/12/28,1
NV,2021/12/29,3
NV,2021/12/30,2
NV,2021/12/31,1
NV,2022/01/01,0
NV,2022/01/02,1
NV,2022/01/03,3
NV,2022/01/04,2
NV,2022/01/05,2
NV,2022/01/06,3
NV,2022/01/07,5
NV,2022/01/08,0
NV,2022/01/09,2
NV,2022/01/10,0
NV,2022/01/11,1
NV,2022/01/12,0
NV,2022/01/13,2
NV,2022/01/14,0
NV,2022/01/15,0
NV,2022/01/16,0
NV,2022/01/17,0
NV,2022/01/18,1
NV,2022/01/19,2
NV,2022/01/20,0
NV,2022/01/21,0
NV,2022/01/22,0
NV,2022/01/23,2
NV,2022/01/24,2
NV,2022/01/25,1
NV,2022/01/26,2
NV,2022/01/27,2
NV,2022/01/28,1
NV,2022/01/29,1
NV,2022/01/30,0
NV,2022/01/31,0
NV,2022/02/01,0
NV,2022/02/02,0
NV,2022/02/03,2
NV,2022/02/04,2
NV,2022/02/05,0
NV,2022/02/06,0
NV,2022/02/07,3
NV,2022/02/08,0
NV,2022/02/09,0
NV,2022/02/10,2
NV,2022/02/11,0
NV,2022/02/12,1
NV,2022/02/13,0
NV,2022/02/14,1
NV,2022/02/15,1
NV,2022/02/16,1
NV,2022/02/17,0
NV,2022/02/18,2
NV,2022/02/19,1
NV,2022/02/20,2
NV,2022/02/21,3
NV,2022/02/22,0
NV,2022/02/23,2
NV,2022/02/24,1
NV,2022/02/25,0
NV,2022/02/26,2
NV,2022/02/27,1
NV,2022/02/28,3
NV,2022/03/01,4
NV,2022/03/02,4
NV,2022/03/03,3
NV,2022/03/04,2
NV,2022/03/05,2
NV,2022/03/06,2
NV,2022/03/07,4
NV,2022/03/08,5
NV,2022/03/09,4
NV,2022/03/10,3
NV,2022/03/11,3
NV,2022/03/12,2
NV,2022/03/13,4
NV,2022/03/14,4
NV,2022/03/15,5
NV,2022/03/16,6
NV,2022/03/17,6
NV,2022/03/18,6
NV,2022/03/19,4
NV,2022/03/20,6
NV,2022/03/21,10
NV,2022/03/22,7
NV,2022/03/23,9
NV,2022/03/24,7
NV,2022/03/25,4
NV,2022/03/26,3
NV,2022/03/27,3
NV,2022/03/28,8
NV,2022/03/29,9
NV,2022/03/30,9
NV,2022/03/31,8
NV,2022/04/01,10
NV,2022/04/02,8
NV,2022/04/03,7
NV,2022/04/04,11
NV,2022/04/05,15
NV,2022/04/06,22
NV,2022/04/07,19
NV,2022/04/08,18
NV,2022/04/09,5
NV,2022/04/10,6
NV,2022/04/11,9
NV,2022/04/12,13
NV,2022/04/13,9
NV,2022/04/14,14
NV,2022/04/15,14
NV,2022/04/16,8
NV,2022/04/17,6
NV,2022/04/18,13
NV,2022/04/19,10
NV,2022/04/20,14
NV,2022/04/21,16
NV,2022/04/22,15
NV,2022/04/23,5
NV,2022/04/24,3
NV,2022/04/25,15
NV,2022/04/26,8
NV,2022/04/27,3
NV,2022/04/28,9
NV,2022/04/29,11
NV,2022/04/30,3
NV,2022/05/01,4
NV,2022/05/02,5
NV,2022/05/03,5
NV,2022/05/04,11
NV,2022/05/05,10
NV,2022/05/06,7
NV,2022/05/07,4
NV,2022/05/08,2
NV,2022/05/09,11
NV,2022/05/10,17
NV,2022/05/11,13
NV,2022/05/12,10
NV,2022/05/13,15
NV,2022/05/14,5
NV,2022/05/15,10
NV,2022/05/16,8
NV,2022/05/17,17
NV,2022/05/18,13
NV,2022/05/19,11
NV,2022/05/20,15
NV,2022/05/21,11
NV,2022/05/22,10
NV,2022/05/23,12
NV,2022/05/24,9
NV,2022/05/25,19
NV,2022/05/26,9
NV,2022/05/27,11
NV,2022/05/28,10
NV,2022/05/29,6
NV,2022/05/30,7
NV,2022/05/31,13
NV,2022/06/01,12
NV,2022/06/02,7
NV,2022/06/03,9
NV,2022/06/04,8
NV,2022/06/05,8
NV,2022/06/06,16
NV,2022/06/07,11
NV,2022/06/08,12
NV,2022/06/09,15
NV,2022/06/10,12
NV,2022/06/11,8
NV,2022/06/12,12
NV,2022/06/13,12
NV,2022/06/14,10
NV,2022/06/15,6
NV,2022/06/16,6
NV,2022/06/17,5
NV,2022/06/18,5
NV,2022/06/19,4
NV,2022/06/20,6
NV,2022/06/21,3
NV,2022/06/22,2
NV,2022/06/23,6
NV,2022/06/24,4
NV,2022/06/25,5
NV,2022/06/26,4
NV,2022/06/27,4
NV,2022/06/28,4
NV,2022/06/29,3
NV,2022/06/30,3
NV,2022/07/01,4
NV,2022/07/02,1
NV,2022/07/03,5
NV,2022/07/04,3
NV,2022/07/05,3
NV,2022/07/06,2
NV,2022/07/07,5
NV,2022/07/08,3
NV,2022/07/09,1
NV,2022/07/10,1
NV,2022/07/11,3
NV,2022/07/12,2
NV,2022/07/13,2
NV,2022/07/14,2
NV,2022/07/15,1
NV,2022/07/16,5
NV,2022/07/17,1
NV,2022/07/18,1
NV,2022/07/19,2
NV,2022/07/20,0
NV,2022/07/21,0
NV,2022/07/22,0
NV,2022/07/23,0
NV,2022/07/24,0
NV,2022/07/25,1
NV,2022/07/26,0
NV,2022/07/27,1
NV,2022/07/28,1
NV,2022/07/29,1
NV,2022/07/30,1
NV,2022/07/31,1
NV,2022/08/01,0
NV,2022/08/02,0
NV,2022/08/03,0
NV,2022/08/04,0
NV,2022/08/05,1
NV,2022/08/06,0
NV,2022/08/07,0
NV,2022/08/08,0
NV,2022/08/09,0
NV,2022/08/10,0
NV,2022/08/11,0
NV,2022/08/12,1
NV,2022/08/13,0
NV,2022/08/14,0
NV,2022/08/15,0
NV,2022/08/16,0
NV,2022/08/17,2
NV,2022/08/18,0
NV,2022/08/19,0
NV,2022/08/20,0
NV,2022/08/21,0
NV,2022/08/22,2
NV,2022/08/23,1
NV,2022/08/24,2
NV,2022/08/25,1
NV,2022/08/26,0
NV,2022/08/27,0
NV,2022/08/28,1
NV,2022/08/29,1
NV,2022/08/30,1
NV,2022/08/31,0
NV,2022/09/01,1
NV,2022/09/02,0
NV,2022/09/03,0
NV,2022/09/04,0
NV,2022/09/05,1
NV,2022/09/06,1
NV,2022/09/07,2
NV,2022/09/08,1
NV,2022/09/09,1
NV,2022/09/10,0
NV,2022/09/11,0
NV,2022/09/12,0
NV,2022/09/13,1
NV,2022/09/14,2
NV,2022/09/15,1
NV,2022/09/16,2
NV,2022/09/17,0
NV,2022/09/18,2
NV,2022/09/19,2
NV,2022/09/20,3
NV,2022/09/21,1
NV,2022/09/22,1
NV,2022/09/23,1
NV,2022/09/24,0
NV,2022/09/25,1
NV,2022/09/26,4
NV,2022/09/27,1
NV,2022/09/28,1
NV,2022/09/29,3
NV,2022/09/30,5
NV,2022/10/01,0
NV,2022/10/02,0
NV,2022/10/03,5
NV,2022/10/04,7
NV,2022/10/05,4
NV,2022/10/06,5
NV,2022/10/07,5
NV,2022/10/08,6
NV,2022/10/09,5
NV,2022/10/10,0
NV,2022/10/11,0
NV,2022/10/12,0
NV,2022/10/13,1
NV,2022/10/14,3
NV,2022/10/15,3
NV,2022/10/16,1
NV,2022/10/17,4
NV,2022/10/18,2
NV,2022/10/19,3
NV,2022/10/20,1
NV,2022/10/21,3
NV,2022/10/22,0
NV,2022/10/23,1
NV,2022/10/24,1
NV,2022/10/25,4
NV,2022/10/26,2
NV,2022/10/27,2
NV,2022/10/28,1
NV,2022/10/29,0
NV,2022/10/30,2
NV,2022/10/31,3
NV,2022/11/01,4
NV,2022/11/02,3
NV,2022/11/03,8
NV,2022/11/04,8
NV,2022/11/05,1
NV,2022/11/06,4
NV,2022/11/07,12
NV,2022/11/08,14
NV,2022/11/09,11
NV,2022/11/10,13
NV,2022/11/11,13
NV,2022/11/12,10
NV,2022/11/13,7
NV,2022/11/14,14
NV,2022/11/15,23
NV,2022/11/16,21
NV,2022/11/17,30
NV,2022/11/18,30
NV,2022/11/19,13
NV,2022/11/20,26
NV,2022/11/21,28
NV,2022/11/22,33
NV,2022/11/23,22
NV,2022/11/24,40
NV,2022/11/25,28
NV,2022/11/26,53
NV,2022/11/27,48
NV,2022/11/28,61
NV,2022/11/29,58
NV,2022/11/30,57
NV,2022/12/01,67
NV,2022/12/02,53
NV,2022/12/03,56
NV,2022/12/04,45
NV,2022/12/05,51
NV,2022/12/06,44
NV,2022/12/07,59
NV,2022/12/08,61
NV,2022/12/09,59
NV,2022/12/10,50
NV,2022/12/11,42
NV,2022/12/12,69
NV,2022/12/13,30
NV,2022/12/14,25
NV,2022/12/15,31
NV,2022/12/16,29
NV,2022/12/17,25
NV,2022/12/18,22
NV,2022/12/19,39
NV,2022/12/20,43
NV,2022/12/21,40
NV,2022/12/22,34
NV,2022/12/23,26
NV,2022/12/24,23
NV,2022/12/25,27
NV,2022/12/26,19
NV,2022/12/27,25
NV,2022/12/28,30
NV,2022/12/29,23
NV,2022/12/30,30
NV,2022/12/31,25
NV,2023/01/01,17
NV,2023/01/02,24
NV,2023/01/03,21
NV,2023/01/04,18
NV,2023/01/05,19
NV,2023/01/06,13
NV,2023/01/07,4
NV,2023/01/08,8
NV,2023/01/09,5
NV,2023/01/10,7
NV,2023/01/11,3
NV,2023/01/12,5
NV,2023/01/13,4
NV,2023/01/14,5
NV,2023/01/15,0
NV,2023/01/16,4
NV,2023/01/17,5
NV,2023/01/18,5
NV,2023/01/19,5
NV,2023/01/20,1
NV,2023/01/21,1
NV,2023/01/22,0
NV,2023/01/23,2
NV,2023/01/24,2
NV,2023/01/25,0
NV,2023/01/26,0
NV,2023/01/27,3
NV,2023/01/28,4
NV,2023/01/29,0
NV,2023/01/30,2
NV,2023/01/31,1
NV,2023/02/01,1
NV,2023/02/02,0
NV,2023/02/03,0
NV,2023/02/04,0
NV,2023/02/05,2
NV,2023/02/06,2
NV,2023/02/07,1
NV,2023/02/08,2
NV,2023/02/09,1
NV,2023/02/10,2
NV,2023/02/11,1
NV,2023/02/12,1
NV,2023/02/13,0
NV,2023/02/14,3
NV,2023/02/15,3
NV,2023/02/16,3
NV,2023/02/17,1
NV,2023/02/18,1
NV,2023/02/19,0
NV,2023/02/20,1
NV,2023/02/21,1
NV,2023/02/22,1
NV,2023/02/23,0
NV,2023/02/24,0
NV,2023/02/25,0
NV,2023/02/26,0
NV,2023/02/27,1
NV,2023/02/28,0
NV,2023/03/01,0
NV,2023/03/02,1
NV,2023/03/03,2
NV,2023/03/04,0
NV,2023/03/05,0
NV,2023/03/06,2
NV,2023/03/07,0
NV,2023/03/08,0
NV,2023/03/09,0
NV,2023/03/10,1
NV,2023/03/11,0
NV,2023/03/12,0
