state,date,hosp
AR,2021/09/26,1
AR,2021/09/27,0
AR,2021/09/28,0
AR,2021/09/29,0
AR,2021/09/30,1
AR,2021/10/01,0
AR,2021/10/02,1
AR,2021/10/03,1
AR,2021/10/04,2
AR,2021/10/05,0
AR,2021/10/06,1
AR,2021/10/07,1
AR,2021/10/08,0
AR,2021/10/09,0
AR,2021/10/10,0
AR,2021/10/11,0
AR,2021/10/12,1
AR,2021/10/13,1
AR,2021/10/14,2
AR,2021/10/15,3
AR,2021/10/16,1
AR,2021/10/17,0
AR,2021/10/18,1
AR,2021/10/19,2
AR,2021/10/20,2
AR,2021/10/21,0
AR,2021/10/22,0
AR,2021/10/23,1
AR,2021/10/24,1
AR,2021/10/25,0
AR,2021/10/26,1
AR,2021/10/27,0
AR,2021/10/28,0
AR,2021/10/29,2
AR,2021/10/30,0
AR,2021/10/31,0
AR,2021/11/01,1
AR,2021/11/02,2
AR,2021/11/03,3
AR,2021/11/04,1
AR,2021/11/05,1
AR,2021/11/06,0
AR,2021/11/07,2
AR,2021/11/08,3
AR,2021/11/09,0
AR,2021/11/10,0
AR,2021/11/11,0
AR,2021/11/12,3
AR,2021/11/13,3
AR,2021/11/14,2
AR,2021/11/15,2
AR,2021/11/16,2
AR,2021/11/17,1
AR,2021/11/18,2
AR,2021/11/19,0
AR,2021/11/20,1
AR,2021/11/21,1
AR,2021/11/22,0
AR,2021/11/23,1
AR,2021/11/24,2
AR,2021/11/25,1
AR,2021/11/26,0
AR,2021/11/27,1
AR,2021/11/28,5
AR,2021/11/29,1
AR,2021/11/30,2
AR,2021/12/01,2
AR,2021/12/02,2
AR,2021/12/03,2
AR,2021/12/04,3
AR,2021/12/05,3
AR,2021/12/06,2
AR,2021/12/07,1
AR,2021/12/08,2
AR,2021/12/09,2
AR,2021/12/10,2
AR,2021/12/11,2
AR,2021/12/12,0
AR,2021/12/13,0
AR,2021/12/14,4
AR,2021/12/15,3
AR,2021/12/16,1
AR,2021/12/17,3
AR,2021/12/18,3
AR,2021/12/19,0
AR,2021/12/20,1
AR,2021/12/21,3
AR,2021/12/22,1
AR,2021/12/23,4
AR,2021/12/24,3
AR,2021/12/25,2
AR,2021/12/26,1
AR,2021/12/27,3
AR,2021/12/28,10
AR,2021/12/29,9
AR,2021/12/30,0
AR,2021/12/31,1
AR,2022/01/01,7
AR,2022/01/02,3
AR,2022/01/03,7
AR,2022/01/04,4
AR,2022/01/05,7
AR,2022/01/06,7
AR,2022/01/07,8
AR,2022/01/08,4
AR,2022/01/09,5
AR,2022/01/10,3
AR,2022/01/11,7
AR,2022/01/12,8
AR,2022/01/13,4
AR,2022/01/14,5
AR,2022/01/15,2
AR,2022/01/16,5
AR,2022/01/17,2
AR,2022/01/18,1
AR,2022/01/19,5
AR,2022/01/20,5
AR,2022/01/21,0
AR,2022/01/22,5
AR,2022/01/23,3
AR,2022/01/24,3
AR,2022/01/25,5
AR,2022/01/26,2
AR,2022/01/27,3
AR,2022/01/28,2
AR,2022/01/29,1
AR,2022/01/30,2
AR,2022/01/31,1
AR,2022/02/01,5
AR,2022/02/02,2
AR,2022/02/03,4
AR,2022/02/04,2
AR,2022/02/05,4
AR,2022/02/06,5
AR,2022/02/07,8
AR,2022/02/08,7
AR,2022/02/09,1
AR,2022/02/10,2
AR,2022/02/11,1
AR,2022/02/12,5
AR,2022/02/13,0
AR,2022/02/14,1
AR,2022/02/15,5
AR,2022/02/16,5
AR,2022/02/17,6
AR,2022/02/18,2
AR,2022/02/19,7
AR,2022/02/20,6
AR,2022/02/21,4
AR,2022/02/22,8
AR,2022/02/23,6
AR,2022/02/24,7
AR,2022/02/25,3
AR,2022/02/26,6
AR,2022/02/27,8
AR,2022/02/28,9
AR,2022/03/01,7
AR,2022/03/02,7
AR,2022/03/03,12
AR,2022/03/04,10
AR,2022/03/05,7
AR,2022/03/06,6
AR,2022/03/07,10
AR,2022/03/08,12
AR,2022/03/09,8
AR,2022/03/10,7
AR,2022/03/11,11
AR,2022/03/12,10
AR,2022/03/13,4
AR,2022/03/14,8
AR,2022/03/15,10
AR,2022/03/16,13
AR,2022/03/17,11
AR,2022/03/18,14
AR,2022/03/19,5
AR,2022/03/20,6
AR,2022/03/21,8
AR,2022/03/22,9
AR,2022/03/23,28
AR,2022/03/24,13
AR,2022/03/25,10
AR,2022/03/26,9
AR,2022/03/27,12
AR,2022/03/28,14
AR,2022/03/29,7
AR,2022/03/30,8
AR,2022/03/31,7
AR,2022/04/01,6
AR,2022/04/02,8
AR,2022/04/03,9
AR,2022/04/04,14
AR,2022/04/05,12
AR,2022/04/06,16
AR,2022/04/07,13
AR,2022/04/08,12
AR,2022/04/09,9
AR,2022/04/10,7
AR,2022/04/11,5
AR,2022/04/12,7
AR,2022/04/13,12
AR,2022/04/14,5
AR,2022/04/15,7
AR,2022/04/16,8
AR,2022/04/17,6
AR,2022/04/18,8
AR,2022/04/19,5
AR,2022/04/20,7
AR,2022/04/21,7
AR,2022/04/22,3
AR,2022/04/23,3
AR,2022/04/24,4
AR,2022/04/25,4
AR,2022/04/26,9
AR,2022/04/27,3
AR,2022/04/28,6
AR,2022/04/29,7
AR,2022/04/30,2
AR,2022/05/01,1
AR,2022/05/02,3
AR,2022/05/03,1
AR,2022/05/04,3
AR,2022/05/05,7
AR,2022/05/06,1
AR,2022/05/07,4
AR,2022/05/08,4
AR,2022/05/09,3
AR,2022/05/10,1
AR,2022/05/11,4
AR,2022/05/12,6
AR,2022/05/13,3
AR,2022/05/14,2
AR,2022/05/15,3
AR,2022/05/16,3
AR,2022/05/17,1
AR,2022/05/18,3
AR,2022/05/19,4
AR,2022/05/20,2
AR,2022/05/21,1
AR,2022/05/22,2
AR,2022/05/23,3
AR,2022/05/24,1
AR,2022/05/25,5
AR,2022/05/26,2
AR,2022/05/27,3
AR,2022/05/28,1
AR,2022/05/29,1
AR,2022/05/30,1
AR,2022/05/31,4
AR,2022/06/01,3
AR,2022/06/02,6
AR,2022/06/03,3
AR,2022/06/04,1
AR,2022/06/05,3
AR,2022/06/06,5
AR,2022/06/07,7
AR,2022/06/08,2
AR,2022/06/09,2
AR,2022/06/10,1
AR,2022/06/11,2
AR,2022/06/12,1
AR,2022/06/13,3
AR,2022/06/14,3
AR,2022/06/15,3
AR,2022/06/16,1
AR,2022/06/17,2
AR,2022/06/18,0
AR,2022/06/19,1
AR,2022/06/20,2
AR,2022/06/21,4
AR,2022/06/22,3
AR,2022/06/23,1
AR,2022/06/24,2
AR,2022/06/25,3
AR,2022/06/26,1
AR,2022/06/27,2
AR,2022/06/28,3
AR,2022/06/29,4
AR,2022/06/30,0
AR,2022/07/01,1
AR,2022/07/02,1
AR,2022/07/03,0
AR,2022/07/04,0
AR,2022/07/05,3
AR,2022/07/06,2
AR,2022/07/07,0
AR,2022/07/08,0
AR,2022/07/09,0
AR,2022/07/10,1
AR,2022/07/11,2
AR,2022/07/12,2
AR,2022/07/13,4
AR,2022/07/14,5
AR,2022/07/15,4
AR,2022/07/16,2
AR,2022/07/17,2
AR,2022/07/18,2
AR,2022/07/19,1
AR,2022/07/20,2
AR,2022/07/21,5
AR,2022/07/22,1
AR,2022/07/23,1
AR,2022/07/24,2
AR,2022/07/25,0
AR,2022/07/26,1
AR,2022/07/27,1
AR,2022/07/28,1
AR,2022/07/29,1
AR,2022/07/30,1
AR,2022/07/31,0
AR,2022/08/01,1
AR,2022/08/02,1
AR,2022/08/03,2
AR,2022/08/04,1
AR,2022/08/05,1
AR,2022/08/06,0
AR,2022/08/07,2
AR,2022/08/08,1
AR,2022/08/09,1
AR,2022/08/10,1
AR,2022/08/11,0
AR,2022/08/12,1
AR,2022/08/13,3
AR,2022/08/14,0
AR,2022/08/15,1
AR,2022/08/16,0
AR,2022/08/17,0
AR,2022/08/18,0
AR,2022/08/19,1
AR,2022/08/20,1
AR,2022/08/21,1
AR,2022/08/22,0
AR,2022/08/23,0
AR,2022/08/24,1
AR,2022/08/25,0
AR,2022/08/26,1
AR,2022/08/27,1
AR,2022/08/28,0
AR,2022/08/29,2
AR,2022/08/30,1
AR,2022/08/31,1
AR,2022/09/01,1
AR,2022/09/02,0
AR,2022/09/03,2
AR,2022/09/04,1
AR,2022/09/05,0
AR,2022/09/06,0
AR,2022/09/07,0
AR,2022/09/08,1
AR,2022/09/09,2
AR,2022/09/10,2
AR,2022/09/11,1
AR,2022/09/12,0
AR,2022/09/13,0
AR,2022/09/14,1
AR,2022/09/15,0
AR,2022/09/16,2
AR,2022/09/17,1
AR,2022/09/18,0
AR,2022/09/19,1
AR,2022/09/20,2
AR,2022/09/21,0
AR,2022/09/22,0
AR,2022/09/23,3
AR,2022/09/24,1
AR,2022/09/25,1
AR,2022/09/26,1
AR,2022/09/27,2
AR,2022/09/28,0
AR,2022/09/29,2
AR,2022/09/30,2
AR,2022/10/01,2
AR,2022/10/02,1
AR,2022/10/03,4
AR,2022/10/04,3
AR,2022/10/05,3
AR,2022/10/06,4
AR,2022/10/07,5
AR,2022/10/08,2
AR,2022/10/09,0
AR,2022/10/10,5
AR,2022/10/11,4
AR,2022/10/12,6
AR,2022/10/13,6
AR,2022/10/14,9
AR,2022/10/15,7
AR,2022/10/16,3
AR,2022/10/17,4
AR,2022/10/18,11
AR,2022/10/19,6
AR,2022/10/20,9
AR,2022/10/21,6
AR,2022/10/22,8
AR,2022/10/23,6
AR,2022/10/24,18
AR,2022/10/25,7
AR,2022/10/26,14
AR,2022/10/27,9
AR,2022/10/28,12
AR,2022/10/29,11
AR,2022/10/30,13
AR,2022/10/31,18
AR,2022/11/01,22
AR,2022/11/02,20
AR,2022/11/03,16
AR,2022/11/04,24
AR,2022/11/05,21
AR,2022/11/06,20
AR,2022/11/07,20
AR,2022/11/08,32
AR,2022/11/09,39
AR,2022/11/10,48
AR,2022/11/11,24
AR,2022/11/12,20
AR,2022/11/13,29
AR,2022/11/14,30
AR,2022/11/15,29
AR,2022/11/16,38
AR,2022/11/17,32
AR,2022/11/18,28
AR,2022/11/19,28
AR,2022/11/20,33
AR,2022/11/21,38
AR,2022/11/22,63
AR,2022/11/23,68
AR,2022/11/24,60
AR,2022/11/25,68
AR,2022/11/26,77
AR,2022/11/27,61
AR,2022/11/28,82
AR,2022/11/29,97
AR,2022/11/30,72
AR,2022/12/01,60
AR,2022/12/02,48
AR,2022/12/03,46
AR,2022/12/04,63
AR,2022/12/05,50
AR,2022/12/06,56
AR,2022/12/07,48
AR,2022/12/08,50
AR,2022/12/09,39
AR,2022/12/10,40
AR,2022/12/11,48
AR,2022/12/12,31
AR,2022/12/13,37
AR,2022/12/14,38
AR,2022/12/15,34
AR,2022/12/16,30
AR,2022/12/17,39
AR,2022/12/18,33
AR,2022/12/19,25
AR,2022/12/20,33
AR,2022/12/21,37
AR,2022/12/22,34
AR,2022/12/23,23
AR,2022/12/24,19
AR,2022/12/25,18
AR,2022/12/26,19
AR,2022/12/27,35
AR,2022/12/28,34
AR,2022/12/29,28
AR,2022/12/30,45
AR,2022/12/31,25
AR,2023/01/01,31
AR,2023/01/02,30
AR,2023/01/03,23
AR,2023/01/04,22
AR,2023/01/05,24
AR,2023/01/06,17
AR,2023/01/07,11
AR,2023/01/08,17
AR,2023/01/09,14
AR,2023/01/10,16
AR,2023/01/11,18
AR,2023/01/12,17
AR,2023/01/13,11
AR,2023/01/14,12
AR,2023/01/15,10
AR,2023/01/16,15
AR,2023/01/17,8
AR,2023/01/18,8
AR,2023/01/19,9
AR,2023/01/20,5
AR,2023/01/21,10
AR,2023/01/22,6
AR,2023/01/23,5
AR,2023/01/24,11
AR,2023/01/25,3
AR,2023/01/26,5
AR,2023/01/27,3
AR,2023/01/28,2
AR,2023/01/29,1
AR,2023/01/30,1
AR,2023/01/31,5
AR,2023/02/01,2
AR,2023/02/02,2
AR,2023/02/03,5
AR,2023/02/04,4
AR,2023/02/05,2
AR,2023/02/06,4
AR,2023/02/07,10
AR,2023/02/08,6
AR,2023/02/09,2
AR,2023/02/10,6
AR,2023/02/11,3
AR,2023/02/12,4
AR,2023/02/13,3
AR,2023/02/14,6
AR,2023/02/15,4
AR,2023/02/16,5
AR,2023/02/17,0
AR,2023/02/18,3
AR,2023/02/19,4
AR,2023/02/20,7
AR,2023/02/21,1
AR,2023/02/22,4
AR,2023/02/23,5
AR,2023/02/24,5
AR,2023/02/25,4
AR,2023/02/26,6
AR,2023/02/27,9
AR,2023/02/28,3
AR,2023/03/01,1
AR,2023/03/02,6
AR,2023/03/03,4
AR,2023/03/04,4
AR,2023/03/05,6
AR,2023/03/06,1
AR,2023/03/07,7
AR,2023/03/08,2
AR,2023/03/09,2
AR,2023/03/10,3
AR,2023/03/11,2
AR,2023/03/12,1
AR,2023/03/13,4
AR,2023/03/14,4
AR,2023/03/15,0
AR,2023/03/16,4
AR,2023/03/17,2
AR,2023/03/18,0
AR,2023/03/19,0
AR,2023/03/20,1
AR,2023/03/21,4
AR,2023/03/22,3
AR,2023/03/23,5
AR,2023/03/24,3
AR,2023/03/25,2
AR,2023/03/26,4
AR,2023/03/27,4
AR,2023/03/28,5
AR,2023/03/29,1
AR,2023/03/30,5
AR,2023/03/31,1
AR,2023/04/01,7
AR,2023/04/02,1
AR,2023/04/03,3
AR,2023/04/04,6
AR,2023/04/05,1
AR,2023/04/06,4
AR,2023/04/07,1
AR,2023/04/08,0
AR,2023/04/09,2
AR,2023/04/10,2
AR,2023/04/11,4
AR,2023/04/12,3
AR,2023/04/13,1
AR,2023/04/14,2
AR,2023/04/15,3
AR,2023/04/16,1
AR,2023/04/17,0
AR,2023/04/18,0
AR,2023/04/19,2
AR,2023/04/20,2
AR,2023/04/21,2
AR,2023/04/22,1
AR,2023/04/23,1
AR,2023/04/24,1
AR,2023/04/25,2
AR,2023/04/26,3
AR,2023/04/27,0
AR,2023/04/28,3
AR,2023/04/29,1
AR,2023/04/30,1
AR,2023/05/01,2
AR,2023/05/02,1
AR,2023/05/03,2
AR,2023/05/04,2
AR,2023/05/05,0
AR,2023/05/06,1
AR,2023/05/07,1
AR,2023/05/08,1
AR,2023/05/09,0
AR,2023/05/10,2
AR,2023/05/11,3
AR,2023/05/12,4
AR,2023/05/13,1
AR,2023/05/14,3
AR,2023/05/15,1
AR,2023/05/16,0
AR,2023/05/17,3
AR,2023/05/18,0
AR,2023/05/19,2
AR,2023/05/20,0
AR,2023/05/21,2
AR,2023/05/22,2
AR,2023/05/23,2
AR,2023/05/24,4
AR,2023/05/25,1
AR,2023/05/26,2
AR,2023/05/27,1
AR,2023/05/28,2
AR,2023/05/29,2
AR,2023/05/30,1
AR,2023/05/31,0
AR,2023/06/01,0
AR,2023/06/02,1
AR,2023/06/03,0
AR,2023/06/04,0
AR,2023/06/05,0
AR,2023/06/06,0
AR,2023/06/07,0
AR,2023/06/08,0
AR,2023/06/09,0
AR,2023/06/10,1
AR,2023/06/11,1
AR,2023/06/12,1
AR,2023/06/13,0
AR,2023/06/14,0
AR,2023/06/15,0
AR,2023/06/16,1
AR,2023/06/17,2
AR,2023/06/18,0
AR,2023/06/19,0
AR,2023/06/20,4
AR,2023/06/21,2
AR,2023/06/22,1
AR,2023/06/23,5
AR,2023/06/24,2
AR,2023/06/25,1
AR,2023/06/26,1
AR,2023/06/27,0
AR,2023/06/28,2
AR,2023/06/29,0
AR,2023/06/30,1
AR,2023/07/01,1
AR,2023/07/02,1
AR,2023/07/03,0
AR,2023/07/04,0
AR,2023/07/05,1
AR,2023/07/06,0
AR,2023/07/07,2
AR,2023/07/08,0
AR,2023/07/09,1
AR,2023/07/10,0
AR,2023/07/11,1
AR,2023/07/12,3
AR,2023/07/13,0
AR,2023/07/14,1
AR,2023/07/15,2
AR,2023/07/16,2
AR,2023/07/17,0
AR,2023/07/18,0
AR,2023/07/19,1
AR,2023/07/20,1
AR,2023/07/21,1
AR,2023/07/22,1
AR,2023/07/23,0
AR,2023/07/24,1
AR,2023/07/25,0
AR,2023/07/26,1
AR,2023/07/27,1
AR,2023/07/28,1
AR,2023/07/29,1
AR,2023/07/30,0
AR,2023/07/31,1
AR,2023/08/01,2
AR,2023/08/02,5
AR,2023/08/03,0
AR,2023/08/04,1
AR,2023/08/05,2
AR,2023/08/06,0
AR,2023/08/07,0
AR,2023/08/08,1
AR,2023/08/09,2
AR,2023/08/10,2
AR,2023/08/11,2
AR,2023/08/12,3
AR,2023/08/13,0
AR,2023/08/14,1
AR,2023/08/15,1
AR,2023/08/16,1
AR,2023/08/17,1
AR,2023/08/18,1
AR,2023/08/19,2
AR,2023/08/20,1
AR,2023/08/21,1
AR,2023/08/22,4
AR,2023/08/23,0
AR,2023/08/24,1
AR,2023/08/25,0
AR,2023/08/26,2
AR,2023/08/27,0
AR,2023/08/28,0
AR,2023/08/29,2
AR,2023/08/30,1
AR,2023/08/31,2
AR,2023/09/01,1
AR,2023/09/02,0
AR,2023/09/03,2
AR,2023/09/04,1
AR,2023/09/05,2
AR,2023/09/06,3
AR,2023/09/07,0
AR,2023/09/08,0
AR,2023/09/09,0
AR,2023/09/10,0
AR,2023/09/11,0
AR,2023/09/12,5
AR,2023/09/13,2
AR,2023/09/14,0
AR,2023/09/15,0
AR,2023/09/16,0
AR,2023/09/17,1
AR,2023/09/18,0
AR,2023/09/19,1
AR,2023/09/20,2
AR,2023/09/21,1
AR,2023/09/22,1
AR,2023/09/23,0
AR,2023/09/24,1
AR,2023/09/25,1
AR,2023/09/26,1
AR,2023/09/27,2
AR,2023/09/28,3
AR,2023/09/29,2
AR,2023/09/30,0
AR,2023/10/01,1
AR,2023/10/02,2
AR,2023/10/03,4
AR,2023/10/04,3
AR,2023/10/05,1
AR,2023/10/06,1
AR,2023/10/07,5
AR,2023/10/08,1
AR,2023/10/09,2
AR,2023/10/10,3
AR,2023/10/11,1
AR,2023/10/12,1
AR,2023/10/13,5
AR,2023/10/14,2
AR,2023/10/15,4
AR,2023/10/16,5
AR,2023/10/17,1
AR,2023/10/18,1
AR,2023/10/19,2
AR,2023/10/20,2
AR,2023/10/21,3
AR,2023/10/22,0
AR,2023/10/23,4
AR,2023/10/24,2
AR,2023/10/25,3
AR,2023/10/26,1
AR,2023/10/27,2
AR,2023/10/28,1
AR,2023/10/29,2
AR,2023/10/30,3
AR,2023/10/31,2
AR,2023/11/01,3
AR,2023/11/02,1
AR,2023/11/03,3
AR,2023/11/04,4
AR,2023/11/05,3
AR,2023/11/06,3
AR,2023/11/07,3
AR,2023/11/08,6
AR,2023/11/09,3
AR,2023/11/10,3
AR,2023/11/11,3
AR,2023/11/12,6
AR,2023/11/13,3
AR,2023/11/14,4
AR,2023/11/15,0
AR,2023/11/16,1
AR,2023/11/17,1
AR,2023/11/18,2
AR,2023/11/19,4
AR,2023/11/20,4
AR,2023/11/21,3
AR,2023/11/22,4
AR,2023/11/23,5
AR,2023/11/24,3
AR,2023/11/25,4
AR,2023/11/26,1
AR,2023/11/27,6
AR,2023/11/28,3
AR,2023/11/29,5
AR,2023/11/30,5
AR,2023/12/01,2
AR,2023/12/02,2
AR,2023/12/03,5
AR,2023/12/04,3
AR,2023/12/05,4
AR,2023/12/06,3
AR,2023/12/07,6
AR,2023/12/08,11
AR,2023/12/09,9
AR,2023/12/10,7
AR,2023/12/11,4
AR,2023/12/12,5
AR,2023/12/13,12
AR,2023/12/14,10
AR,2023/12/15,6
AR,2023/12/16,9
AR,2023/12/17,6
AR,2023/12/18,11
AR,2023/12/19,11
AR,2023/12/20,20
AR,2023/12/21,17
AR,2023/12/22,15
AR,2023/12/23,16
AR,2023/12/24,18
AR,2023/12/25,18
AR,2023/12/26,17
AR,2023/12/27,31
AR,2023/12/28,32
AR,2023/12/29,37
AR,2023/12/30,34
AR,2023/12/31,26
AR,2024/01/01,32
AR,2024/01/02,38
AR,2024/01/03,34
AR,2024/01/04,36
AR,2024/01/05,41
AR,2024/01/06,27
AR,2024/01/07,24
AR,2024/01/08,43
AR,2024/01/09,45
AR,2024/01/10,42
AR,2024/01/11,25
AR,2024/01/12,27
AR,2024/01/13,17
AR,2024/01/14,29
AR,2024/01/15,26
AR,2024/01/16,36
AR,2024/01/17,31
AR,2024/01/18,39
AR,2024/01/19,39
AR,2024/01/20,27
AR,2024/01/21,26
AR,2024/01/22,34
AR,2024/01/23,40
AR,2024/01/24,55
AR,2024/01/25,37
AR,2024/01/26,43
AR,2024/01/27,41
AR,2024/01/28,30
AR,2024/01/29,38
AR,2024/01/30,45
AR,2024/01/31,28
AR,2024/02/01,40
AR,2024/02/02,32
AR,2024/02/03,32
AR,2024/02/04,40
AR,2024/02/05,46
AR,2024/02/06,45
AR,2024/02/07,39
AR,2024/02/08,33
AR,2024/02/09,47
AR,2024/02/10,42
AR,2024/02/11,35
AR,2024/02/12,34
AR,2024/02/13,41
AR,2024/02/14,38
AR,2024/02/15,41
AR,2024/02/16,34
AR,2024/02/17,35
AR,2024/02/18,24
AR,2024/02/19,37
AR,2024/02/20,35
AR,2024/02/21,33
AR,2024/02/22,57
AR,2024/02/23,49
AR,2024/02/24,40
AR,2024/02/25,31
AR,2024/02/26,35
AR,2024/02/27,46
AR,2024/02/28,47
AR,2024/02/29,46
AR,2024/03/01,37
AR,2024/03/02,36
AR,2024/03/03,31
AR,2024/03/04,29
AR,2024/03/05,46
AR,2024/03/06,40
AR,2024/03/07,36
AR,2024/03/08,38
AR,2024/03/09,27
AR,2024/03/10,26
AR,2024/03/11,33
AR,2024/03/12,18
AR,2024/03/13,27
AR,2024/03/14,29
AR,2024/03/15,39
AR,2024/03/16,26
AR,2024/03/17,10
AR,2024/03/18,18
AR,2024/03/19,21
AR,2024/03/20,9
AR,2024/03/21,16
AR,2024/03/22,11
AR,2024/03/23,20
AR,2024/03/24,10
AR,2024/03/25,21
AR,2024/03/26,14
AR,2024/03/27,10
AR,2024/03/28,9
AR,2024/03/29,3
AR,2024/03/30,15
AR,2024/03/31,5
AR,2024/04/01,12
AR,2024/04/02,12
AR,2024/04/03,7
AR,2024/04/04,5
AR,2024/04/05,12
AR,2024/04/06,7
AR,2024/04/07,6
AR,2024/04/08,11
AR,2024/04/09,9
AR,2024/04/10,4
AR,2024/04/11,7
AR,2024/04/12,7
AR,2024/04/13,3
AR,2024/04/14,3
AR,2024/04/15,4
AR,2024/04/16,5
AR,2024/04/17,3
AR,2024/04/18,8
AR,2024/04/19,4
AR,2024/04/20,3
AR,2024/04/21,8
AR,2024/04/22,3
AR,2024/04/23,2
AR,2024/04/24,5
AR,2024/04/25,5
AR,2024/04/26,5
AR,2024/04/27,2
AS,2021/08/24,0
AS,2021/08/25,0
AS,2021/08/26,0
AS,2021/08/27,0
AS,2021/08/28,0
AS,2021/08/29,0
AS,2021/08/30,0
AS,2021/08/31,0
AS,2021/09/01,0
AS,2021/09/02,0
AS,2021/09/03,0
AS,2021/09/04,0
AS,2021/09/05,0
AS,2021/09/06,0
AS,2021/09/07,0
AS,2021/09/08,0
AS,2021/09/09,0
AS,2021/09/10,0
AS,2021/09/11,0
AS,2021/09/12,0
AS,2021/09/13,0
AS,2021/09/14,0
AS,2021/09/15,0
AS,2021/09/16,0
AS,2021/09/17,0
AS,2021/09/18,0
AS,2021/09/19,0
AS,2021/09/20,0
AS,2021/09/21,0
AS,2021/09/22,0
AS,2021/09/23,0
AS,2021/09/24,0
AS,2021/09/25,0
AS,2021/09/26,0
AS,2021/09/27,0
AS,2021/09/28,0
AS,2021/09/29,0
AS,2021/09/30,0
AS,2021/10/01,0
AS,2021/10/02,0
AS,2021/10/03,0
AS,2021/10/04,0
AS,2021/10/05,0
AS,2021/10/06,0
AS,2021/10/07,0
AS,2021/10/08,0
AS,2021/10/09,0
AS,2021/10/10,0
AS,2021/10/11,0
AS,2021/10/12,0
AS,2021/10/13,0
AS,2021/10/14,0
AS,2021/10/15,0
AS,2021/10/16,0
AS,2021/10/17,0
AS,2021/10/18,0
AS,2021/10/19,0
AS,2021/10/20,0
AS,2021/10/21,0
AS,2021/10/22,0
AS,2021/10/23,0
AS,2021/10/24,0
AS,2021/10/25,0
AS,2021/10/26,0
AS,2021/10/27,0
AS,2021/10/28,0
AS,2021/10/29,0
AS,2021/10/30,0
AS,2021/10/31,0
AS,2021/11/01,0
AS,2021/11/02,0
AS,2021/11/03,0
AS,2021/11/04,0
AS,2021/11/05,0
AS,2021/11/06,0
AS,2021/11/07,0
AS,2021/11/08,0
AS,2021/11/09,0
AS,2021/11/10,0
AS,2021/11/11,0
AS,2021/11/12,0
AS,2021/11/13,0
AS,2021/11/14,0
AS,2021/11/15,0
AS,2021/11/16,0
AS,2021/11/17,0
AS,2021/11/18,0
AS,2021/11/19,0
AS,2021/11/20,0
AS,2021/11/21,0
AS,2021/11/22,0
AS,2021/11/23,0
AS,2021/11/24,0
AS,2021/11/25,0
AS,2021/11/26,0
AS,2021/11/27,0
AS,2021/11/28,0
AS,2021/11/29,0
AS,2021/11/30,0
AS,2021/12/01,0
AS,2021/12/02,0
AS,2021/12/03,0
AS,2021/12/04,0
AS,2021/12/05,0
AS,2021/12/06,0
AS,2021/12/07,0
AS,2021/12/08,0
AS,2021/12/09,0
AS,2021/12/10,0
AS,2021/12/11,0
AS,2021/12/12,0
AS,2021/12/13,0
AS,2021/12/14,0
AS,2021/12/15,0
AS,2021/12/16,0
AS,2021/12/17,0
AS,2021/12/18,0
AS,2021/12/19,0
AS,2021/12/20,0
AS,2021/12/21,0
AS,2021/12/22,0
AS,2021/12/23,0
AS,2021/12/24,0
AS,2021/12/25,0
AS,2021/12/26,0
AS,2021/12/27,0
AS,2021/12/28,0
AS,2021/12/29,0
AS,2021/12/30,0
AS,2021/12/31,0
AS,2022/01/01,0
AS,2022/01/02,0
AS,2022/01/03,0
AS,2022/01/04,0
AS,2022/01/05,0
AS,2022/01/06,0
AS,2022/01/07,0
AS,2022/01/08,0
AS,2022/01/09,0
AS,2022/01/10,0
AS,2022/01/11,0
AS,2022/01/12,0
AS,2022/01/13,0
AS,2022/01/14,0
AS,2022/01/15,0
AS,2022/01/16,0
AS,2022/01/17,0
AS,2022/01/18,0
AS,2022/01/19,0
AS,2022/01/20,0
AS,2022/01/21,0
AS,2022/01/22,0
AS,2022/01/23,0
AS,2022/01/24,0
AS,2022/01/25,0
AS,2022/01/26,0
AS,2022/01/27,0
AS,2022/01/28,
AS,2022/01/29,0
AS,2022/01/30,0
AS,2022/01/31,0
AS,2022/02/01,0
AS,2022/02/02,0
AS,2022/02/03,0
AS,2022/02/04,0
AS,2022/02/05,0
AS,2022/02/06,0
AS,2022/02/07,0
AS,2022/02/08,0
AS,2022/02/09,0
AS,2022/02/10,0
AS,2022/02/11,0
AS,2022/02/12,0
AS,2022/02/13,0
AS,2022/02/14,0
AS,2022/02/15,0
AS,2022/02/16,0
AS,2022/02/17,0
AS,2022/02/18,0
AS,2022/02/19,0
AS,2022/02/20,0
AS,2022/02/21,0
AS,2022/02/22,0
AS,2022/02/23,0
AS,2022/02/24,0
AS,2022/02/25,0
AS,2022/02/26,0
AS,2022/02/27,0
AS,2022/02/28,0
AS,2022/03/01,0
AS,2022/03/02,0
AS,2022/03/03,0
AS,2022/03/04,0
AS,2022/03/05,0
AS,2022/03/06,0
AS,2022/03/07,0
AS,2022/03/08,0
AS,2022/03/09,0
AS,2022/03/10,0
AS,2022/03/11,0
AS,2022/03/12,0
AS,2022/03/13,0
AS,2022/03/14,0
AS,2022/03/15,0
AS,2022/03/16,0
AS,2022/03/17,0
AS,2022/03/18,0
AS,2022/03/19,0
AS,2022/03/20,0
AS,2022/03/21,0
AS,2022/03/22,0
AS,2022/03/23,0
AS,2022/03/24,0
AS,2022/03/25,0
AS,2022/03/26,0
AS,2022/03/27,0
AS,2022/03/28,0
AS,2022/03/29,0
AS,2022/03/30,0
AS,2022/03/31,0
AS,2022/04/01,0
